Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,target
7LhLS1B6KSwg3ODV2gUAlO,4wYk01oPJNfaEssVFL46oQ,Animals,Animals,Coast Modern,2016-02-26,214266,0,spotify:user:kelsey2701,2018-06-19T05:33:47Z,"indie poptimism,modern alternative rock,modern rock",0.597,0.924,9,-4.076,1,0.0432,0.00208,7.84e-05,0.15,0.881,121.034,4,1
4GnukEn30UvxbsPpP19C3O,1dWEYMPtNmvSVaDNLgB6NV,You Can Be You,saintmotelevision,Saint Motel,2016-10-21,177533,36,spotify:user:kelsey2701,2018-06-19T05:34:01Z,"la indie,modern alternative rock,modern rock,pov: indie",0.57,0.836,8,-5.464,1,0.0392,0.0143,0.139,0.0684,0.726,76.539,4,1
7FESgYLcOufHqKlwrvJN60,4kI8Ie27vjvonwaB2ePh8T,Feel It Still,Feel It Still,Portugal. The Man,2017-03-02,163250,58,spotify:user:kelsey2701,2018-06-19T05:34:12Z,"indie rock,indietronica,modern alternative rock,modern rock",0.78,0.798,1,-5.151,0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969,4,1
6CES1554HcWMIVroJfmmBm,1btWGBz4Uu1HozTwb2Lm8A,Way It Goes,Landmark,Hippo Campus,2017-02-24,245456,63,spotify:user:kelsey2701,2018-06-19T05:34:16Z,"minneapolis indie,modern rock,pov: indie",0.542,0.906,9,-4.213,1,0.0491,0.021,0.00043,0.377,0.515,120.014,4,1
0mWF1uxvHK5Jai0k75Fwmq,1dWEYMPtNmvSVaDNLgB6NV,Ace in the Hole,My Type,Saint Motel,2014-10-27,226173,12,spotify:user:kelsey2701,2018-06-19T05:34:28Z,"la indie,modern alternative rock,modern rock,pov: indie",0.46,0.793,0,-6.665,1,0.0434,0.584,0.093,0.151,0.521,87.008,4,1
0rRjGruFonCGOt0S5zAJNQ,4yvcSjfu4PC0CYQyLy4wSq,The Other Side Of Paradise,How To Be A Human Being,Glass Animals,2016-08-26,320654,72,spotify:user:kelsey2701,2018-06-19T05:34:40Z,"gauze pop,indietronica,modern rock,pov: indie,shiver pop",0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,4,1
6sIvAyM1AtnSGz3anRLcDo,3XHO7cRUPCLOr6jwp8vsx5,In Cold Blood,In Cold Blood,alt-J,2017-03-29,206026,20,spotify:user:kelsey2701,2018-06-19T05:34:47Z,"indie rock,indietronica,modern alternative rock,modern rock,rock",0.495,0.745,11,-5.475,0,0.035,0.142,0.000441,0.194,0.589,143.398,4,1
6QV0jXpL3RHVkN2g8C7mvh,53XhwfbYqKCa1cC15pYq2q,Whatever It Takes,Whatever It Takes,Imagine Dragons,2017-05-09,201600,0,spotify:user:kelsey2701,2018-06-19T05:34:52Z,"modern rock,pop,rock",0.673,0.676,1,-5.002,1,0.0308,0.0355,0.0,0.107,0.57,134.944,4,1
05KfyCEE6otdlT1pp2VIjP,53XhwfbYqKCa1cC15pYq2q,Believer,Believer,Imagine Dragons,2017-01-31,203782,0,spotify:user:kelsey2701,2018-06-19T05:34:57Z,"modern rock,pop,rock",0.772,0.775,10,-4.388,0,0.112,0.0417,0.0,0.226,0.748,124.978,4,1
0oP9pK1D1lNF3Lb7jkl6Xx,53XhwfbYqKCa1cC15pYq2q,Thunder,Thunder,Imagine Dragons,2017-04-27,187761,0,spotify:user:kelsey2701,2018-06-19T05:35:07Z,"modern rock,pop,rock",0.608,0.841,0,-3.798,1,0.0464,0.00593,0.0573,0.121,0.274,167.969,4,1
2fpfApt0LZiOWybYfRVXTB,3XHO7cRUPCLOr6jwp8vsx5,"Dancing in the Moonlight (It's Caught Me in Its Spotlight) - Live from Spotify Studios, New York City, NY",Spotify Singles,alt-J,2017-06-21,143966,48,spotify:user:kelsey2701,2018-06-19T05:35:14Z,"indie rock,indietronica,modern alternative rock,modern rock,rock",0.481,0.164,2,-17.201,1,0.0391,0.916,0.145,0.16,0.405,130.229,4,1
1DDNfRbtLn2dxm4onBxhOV,16oZKvXb6WkQlVAjwo2Wbg,Dead Sea,The Lumineers,The Lumineers,2012-04-03,247933,61,spotify:user:kelsey2701,2018-06-19T05:35:18Z,"folk-pop,modern rock,stomp and holler",0.713,0.319,0,-11.099,1,0.028,0.81,5.71e-06,0.142,0.472,94.043,4,1
3AA8xNhDC0MpqwkGX3EP5V,1xU878Z1QtBldR7ru9owdU,If I Ever Feel Better,United,Phoenix,2000-03-06,266600,67,spotify:user:kelsey2701,2018-06-19T05:35:22Z,"alternative dance,indie rock,modern rock,neo-synthpop,new rave,rock independant francais,shimmer pop",0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,4,1
6acDlNeA06MCVCzsTVGr9V,1hzfo8twXdOegF3xireCYs,Cocoon,Blossom (Deluxe),Milky Chance,2017-03-17,255160,60,spotify:user:kelsey2701,2018-06-19T05:35:29Z,"german pop,modern rock",0.743,0.659,10,-6.755,1,0.0343,0.0998,0.00028,0.0622,0.804,114.033,4,1
28C4nmrd7BTu0XbOmaTHZr,0Ya43ZKWHTKkAbkoJJkwIB,Greek Tragedy,Glitterbug (Deluxe Edition),The Wombats,2015-04-14,209557,61,spotify:user:kelsey2701,2018-06-19T05:35:34Z,"liverpool indie,modern alternative rock,modern rock",0.515,0.869,11,-4.732,1,0.0672,0.00257,2.01e-06,0.21,0.452,93.24,4,1
3Sz51kDvFhngNDinn8WRb5,1dWEYMPtNmvSVaDNLgB6NV,Midnight Movies,My Type EP,Saint Motel,2014-08-16,223946,43,spotify:user:kelsey2701,2018-06-19T05:35:38Z,"la indie,modern alternative rock,modern rock,pov: indie",0.717,0.858,0,-4.514,1,0.0256,0.0595,0.158,0.0957,0.464,111.472,4,1
2fj2N0pJtfVcs5eKX3kxUZ,4wYk01oPJNfaEssVFL46oQ,Going Down,Coast Modern,Coast Modern,2017-07-28,210453,0,spotify:user:kelsey2701,2018-06-19T05:35:44Z,"indie poptimism,modern alternative rock,modern rock",0.256,0.898,4,-5.528,1,0.115,0.000402,0.00372,0.1,0.293,98.097,4,1
2ysvHHaZRRHSb9Z65ftm9B,4wYk01oPJNfaEssVFL46oQ,Wild Things,Coast Modern,Coast Modern,2017-07-28,214666,0,spotify:user:kelsey2701,2018-06-19T05:35:48Z,"indie poptimism,modern alternative rock,modern rock",0.532,0.587,8,-8.732,0,0.0634,0.601,0.00588,0.961,0.371,79.03,4,1
4b4D7qGUL0nuimkQsUzOYx,4wYk01oPJNfaEssVFL46oQ,Now I'm Cool,Coast Modern,Coast Modern,2017-07-28,178520,0,spotify:user:kelsey2701,2018-06-19T05:35:53Z,"indie poptimism,modern alternative rock,modern rock",0.684,0.844,2,-3.614,1,0.032,0.012,0.000209,0.118,0.771,124.988,4,1
7qBNJBQJJjQjYFZlP3IPhK,7HIN94LvSDgxN5RoOLi3E5,Dizzy,Promesses,Dimmi,2014-02-17,260160,52,spotify:user:kelsey2701,2018-06-19T05:36:04Z,deep tropical house,0.811,0.51,9,-6.474,0,0.0424,0.0197,0.072,0.054,0.641,125.035,4,1
5masKPHeAOVNgxdLebIcK7,"23fqKkggKUBHNkbKtXEls4,48sLioddyaXkuhyHXSkpsB",Stole the Show,Cloud Nine,"Kygo,Parson James",2016-05-13,223186,79,spotify:user:kelsey2701,2018-06-20T10:07:07Z,"edm,pop,pop dance,tropical house,pop soul",0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,4,1
6Pgkp4qUoTmJIPn7ReaGxL,"1vCWHaC5f2uS3yhpwWbIA6,5JYo7gm2dkyLLlWHjxS7Dy",Without You (feat. Sandro Cavazza),AVĪCI (01),"Avicii,Sandro Cavazza",2017-08-10,181672,82,spotify:user:kelsey2701,2019-02-24T23:56:54Z,"dance pop,edm,pop,pop dance,swedish pop",0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,4,1
2P4OICZRVAQcYAV2JReRfj,1vCWHaC5f2uS3yhpwWbIA6,Waiting For Love,Stories,Avicii,2015-10-02,230613,84,spotify:user:kelsey2701,2019-02-24T23:57:00Z,"dance pop,edm,pop,pop dance",0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,4,1
75NhhYjHO43mvZgYtnXgti,"1vCWHaC5f2uS3yhpwWbIA6,5CCwRZC6euC8Odo6y9X8jr",Lonely Together (feat. Rita Ora),AVĪCI (01),"Avicii,Rita Ora",2017-08-10,181812,75,spotify:user:kelsey2701,2019-02-24T23:57:08Z,"dance pop,edm,pop,pop dance,uk pop",0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,4,1
0ct6r3EGTcMLPtrXHDvVjc,1vCWHaC5f2uS3yhpwWbIA6,The Nights,The Days / Nights,Avicii,2014-01-01,176658,89,spotify:user:kelsey2701,2019-02-24T23:57:13Z,"dance pop,edm,pop,pop dance",0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4,1
3nVpsnFAnFx3BZiZL0vzPu,2QSPrJfYeRXaltEEiriXN9,Borderline,Borderline - EP,Tove Styrke,2014-11-23,204280,50,spotify:user:kelsey2701,2020-04-29T17:58:52Z,"electropop,swedish electropop,swedish pop,swedish synthpop",0.577,0.922,8,-3.339,0,0.0445,0.000647,0.0,0.0984,0.679,142.037,4,1
7iOyMOxdOULvXqUqC26spJ,4kI8Ie27vjvonwaB2ePh8T,Modern Jesus,Evil Friends,Portugal. The Man,2013-05-31,194053,60,spotify:user:kelsey2701,2020-12-15T17:32:31Z,"indie rock,indietronica,modern alternative rock,modern rock",0.627,0.633,10,-7.41,0,0.0305,0.133,7.07e-05,0.216,0.763,85.999,4,1
43QhrhgRrH9NWy6eoUro4X,4kI8Ie27vjvonwaB2ePh8T,Atomic Man,Evil Friends,Portugal. The Man,2013-05-31,227253,52,spotify:user:kelsey2701,2020-12-15T17:38:40Z,"indie rock,indietronica,modern alternative rock,modern rock",0.63,0.736,10,-7.302,0,0.0384,0.0507,0.00244,0.109,0.919,137.948,4,1
6MDijuuArPJv1vbp7K1x3f,4l1cKWYW591xnwEGxpUg3J,Genghis Khan,iii,Miike Snow,2016-03-04,212146,65,spotify:user:kelsey2701,2020-12-15T17:39:58Z,"alternative dance,electropop,indietronica,neo-synthpop,shimmer pop,swedish electropop,swedish indie pop,swedish synthpop",0.688,0.847,10,-3.238,0,0.0508,0.04,2.81e-06,0.598,0.453,93.979,4,1
17bWfTHFHFombOWCWjuz9J,6w7j5wQ5AI5OQYlcM15s2L,Play With Me,"Stranger Things: Soundtrack from the Netflix Series, Season 4",Extreme,2022-05-27,207839,0,spotify:user:ieswim,2022-07-14T01:41:37Z,"funk metal,glam metal,hard rock",0.301,0.935,6,-5.557,1,0.103,0.00525,0.84,0.249,0.249,202.828,4,1
2L95U6syP0bV3fkYYOzmiW,"2oQX8QiMXOyuqbcZEFsZfm,7arQA31aZVS8yS6zUveWzb,2iI5KWXLjw1tqLQsdjuo0e,1tfhFc2Y8iplDKCteuXjCY",La Mamá de la Mamá (feat. El Cherry Scom),La Mamá de la Mamá (feat. El Cherry Scom),"El Alfa,CJ,Chael Produciendo,El Cherry Scom",2021-04-08,219000,6,spotify:user:ieswim,2022-07-14T01:36:15Z,"dembow,rap dominicano,trap latino,urbano latino,nyc rap,dembow dominicano",0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,4,1
6QHXcb0eFwOKZOZ9bOFmxm,"2f1gRV8q7Wua3x7dkoWrbS,26dSoYclwsYLMAKD3tpOr4,7r8RF1tN2A4CiGEplkp1oP",Toxic Pony,Toxic Pony,"ALTÉGO,Britney Spears,Ginuwine",2022-01-21,198041,68,spotify:user:ieswim,2022-07-14T01:34:26Z,"dance pop,pop,contemporary r&b,hip pop,r&b,urban contemporary",0.775,0.652,0,-9.906,1,0.152,0.00757,0.000598,0.105,0.922,143.08,4,1
1dm6z1fWB0cErMszU25dy2,4q3ewBCX7sLwd24euuV69X,Después de la Playa,Un Verano Sin Ti,Bad Bunny,2022-05-06,230400,78,spotify:user:ieswim,2022-07-14T01:36:13Z,"reggaeton,trap latino,urbano latino",0.564,0.903,5,-3.221,1,0.307,0.356,0.0,0.175,0.607,78.293,4,1
3JsydWaf2Ev4ehaLUjj3SY,"1uNFoZAHBGtllmzznpCI3s,1anyVhU62p31KFi8MEzkbf",Confident,Journals,"Justin Bieber,Chance the Rapper",2014-05-13,248133,80,spotify:user:ieswim,2022-07-14T01:36:31Z,"canadian pop,pop,chicago rap,conscious hip hop,hip hop,pop rap,rap,trap",0.741,0.565,5,-5.448,0,0.108,0.114,0.0,0.205,0.892,134.122,4,1
6Vdyu21iT8qScU1haSjWUU,"6i392l38cR3uBPF0DbNs7S,02ZtVIjKL1PYLlMmP1sz0h,5f7VJjfbwm532GiveGC0ZK,37hAfseJWi0G3Scife12Il,21WS9wngs9AqFckK7yYJPM","Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control: Control The Streets Volume 2,"Quality Control,Layton Greene,Lil Baby,City Girls,PnB Rock",2019-08-16,171646,70,spotify:user:ieswim,2022-07-14T01:36:42Z,"melodic rap,trap,pop r&b,atl hip hop,atl trap,rap,scam rap,trap queen",0.76,0.755,6,-4.735,0,0.19,0.0163,2.95e-06,0.0909,0.517,101.993,4,1
5Yaw45Q7W0irDbTVN5LOVs,4Q5MS10mWfrDyiXVeAAzVd,Heartbroken - Edit,Heartbroken,T2,2017-03-10,178613,61,spotify:user:ieswim,2022-07-14T01:36:46Z,"bass house,old school bassline,uk garage",0.716,0.757,11,-5.438,0,0.0329,0.0258,0.00392,0.16,0.877,139.986,4,1
1Ei4I19L2hnsMQYAlaqQLM,"2gduEC76ry33RVurAvT05p,4oCDlRaa8yRpe4keBeoVjb",Cheatin' (feat. MALIKA),Cheatin' (feat. MALIKA),"Nathan Dawe,Malika",2018-08-10,178414,56,spotify:user:ieswim,2022-07-14T01:36:51Z,"pop dance,uk dance,uae indie,uk contemporary r&b",0.492,0.856,5,-3.476,1,0.0336,0.00153,0.0,0.495,0.391,123.913,4,1
1TIiWomS4i0Ikaf9EKdcLn,4NHQUGzhtTLFvgF5SZesLK,disco tits,BLUE LIPS (lady wood phase II),Tove Lo,2017-11-17,223794,64,spotify:user:ieswim,2022-07-14T01:37:08Z,"dance pop,metropopolis,pop,swedish electropop,swedish pop,swedish synthpop",0.79,0.728,7,-6.523,1,0.0612,0.025,0.00106,0.172,0.333,110.059,4,1
7zEz7q43xjzbRSUar4yH3m,6cK3NBO6uP7hh0oyuVELFl,Fast (Motion),Fast (Motion),Saweetie,2021-05-07,170653,53,spotify:user:ieswim,2022-07-14T01:37:12Z,"cali rap,trap queen",0.882,0.839,4,-3.193,1,0.082,0.156,0.0,0.132,0.71,117.032,4,1
3lzUeaCbcCDB5IXYfqWRlF,"2YZyLoL8N0Wb9xBt1NhZWg,46SHBwWsqBkxI7EeeBEQG7",Silent Hill,Mr. Morale & The Big Steppers,"Kendrick Lamar,Kodak Black",2022-05-13,220779,71,spotify:user:ieswim,2022-07-14T01:37:23Z,"conscious hip hop,hip hop,rap,west coast rap,florida drill,florida rap,melodic rap,miami hip hop,trap,trap latino",0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,4,1
4LmAnpjlhWTahvRkYR8xJa,"5IcR3N7QB1j6KBL8eImZ8m,17lzZA2AlOHwCwFALHttmp,37Qsf5KCKljH7mL134xp4k",X (with 2 Chainz & Saudi),Black Panther The Album Music From And Inspired By,"ScHoolboy Q,2 Chainz,Saudi",2018-02-09,267426,65,spotify:user:ieswim,2022-07-14T01:37:30Z,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,atl hip hop,south african hip hop",0.768,0.471,2,-8.406,1,0.259,0.0201,0.0,0.268,0.405,131.023,4,1
6SwRhMLwNqEi6alNPVG00n,"2YZyLoL8N0Wb9xBt1NhZWg,5pKCCKE2ajJHZ9KAiaK11H",LOYALTY. FEAT. RIHANNA.,DAMN.,"Kendrick Lamar,Rihanna",2017-04-14,227360,81,spotify:user:ieswim,2022-07-14T01:37:41Z,"conscious hip hop,hip hop,rap,west coast rap,barbadian pop,pop,urban contemporary",0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,4,1
6HZILIRieu8S0iqY8kIKhj,2YZyLoL8N0Wb9xBt1NhZWg,DNA.,DAMN.,Kendrick Lamar,2017-04-14,185946,83,spotify:user:ieswim,2022-07-14T01:37:43Z,"conscious hip hop,hip hop,rap,west coast rap",0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,4,1
2cDCojn6uIBM6A5xTAbl3H,"2YZyLoL8N0Wb9xBt1NhZWg,4XqfpACObRB5AsBcUYjL8X",m.A.A.d city,"good kid, m.A.A.d city (Deluxe)","Kendrick Lamar,MC Eiht",2012,350120,68,spotify:user:ieswim,2022-07-14T01:37:59Z,"conscious hip hop,hip hop,rap,west coast rap,g funk",0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,4,1
1nX9KhK3Fff27SnrIor2Yb,"17lzZA2AlOHwCwFALHttmp,0Y5tJX1MQlPlqiwlOH1tJY",4 AM,Pretty Girls Like Trap Music,"2 Chainz,Travis Scott",2017-06-16,255560,67,spotify:user:ieswim,2022-07-14T01:38:03Z,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,slap house",0.796,0.5,1,-7.21,1,0.425,0.118,0.0,0.155,0.227,75.012,4,1
1ThmUihH9dF8EV08ku5AXN,2rhFzFmezpnW82MNqEKVry,Faucet Failure,STOKELEY,Ski Mask The Slump God,2018-11-30,145626,76,spotify:user:ieswim,2022-07-14T01:38:05Z,"hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,4,1
0dSIrRkA4PadGll16TgbnV,"0WOxhx4hikIsyF3CRPLC8W,13ubrt8QOOCPljQ2FL1Kca",PICK IT UP (feat. A$AP Rocky),Dex Meets Dexter,"Famous Dex,A$AP Rocky",2018-04-06,191251,69,spotify:user:ieswim,2022-07-14T01:38:08Z,"chicago rap,drill,rap,trap,east coast hip hop,hip hop",0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,4,1
4mHgYpuGHu99Mw69E83CP2,6Xgp2XMz1fhVYe7i6yNAax,Taking A Walk,LIFE'S A TRIP,Trippie Redd,2018-08-10,121680,43,spotify:user:ieswim,2022-07-14T01:38:10Z,"melodic rap,rap,trap",0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,4,1
1WIZiOuNO3woKfdlSK2gNn,46SHBwWsqBkxI7EeeBEQG7,Transportin',Project Baby 2: All Grown Up,Kodak Black,2017-08-18,169344,77,spotify:user:ieswim,2022-07-14T01:38:12Z,"florida drill,florida rap,melodic rap,miami hip hop,rap,trap,trap latino",0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053,4,1
7nc7mlSdWYeFom84zZ8Wr8,"46HzS7yz0c9udVwtbHk1sx,5IbEL2xjRtKsunfmsahLuO",Tell Em,Tell Em,"Cochise,$NOT",2021-05-28,180379,80,spotify:user:ieswim,2022-07-14T01:38:27Z,"plugg,pluggnb,rage rap,aesthetic rap,cloud rap,florida rap,underground hip hop",0.672,0.717,5,-7.476,1,0.226,0.103,0.0,0.398,0.473,157.905,4,1
5PIfH6BzcmH04RDmtzF0BN,7wlFDEWiM5OoIAt8RSli8b,Outside Today,Until Death Call My Name,YoungBoy Never Broke Again,2018-04-27,129105,65,spotify:user:ieswim,2022-07-14T01:38:27Z,"baton rouge rap,rap",0.851,0.666,11,-5.334,0,0.0694,0.139,0.0,0.105,0.0585,134.068,4,1
3U21A07gAloCc4P7J8rxcn,5K4W6rqBFWDnAN6FQUkS6x,All Mine,ye,Kanye West,2018-06-01,145506,79,spotify:user:ieswim,2022-07-14T01:38:27Z,"chicago rap,hip hop,rap",0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,4,1
3nAq2hCr1oWsIU54tS98pL,5K4W6rqBFWDnAN6FQUkS6x,Waves,The Life Of Pablo,Kanye West,2016-06-10,181573,75,spotify:user:ieswim,2022-07-14T01:38:27Z,"chicago rap,hip hop,rap",0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,4,1
7FIWs0pqAYbP91WWM0vlTQ,"7dGJo4pcD2V6oG8kP0tJRR,4MCBfE4596Uoi2O4DtmEMz",Godzilla (feat. Juice WRLD),Music To Be Murdered By,"Eminem,Juice WRLD",2020-01-17,210800,89,spotify:user:ieswim,2022-07-14T01:38:27Z,"detroit hip hop,hip hop,rap,chicago rap,melodic rap",0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,4,1
7fEoXCZTZFosUFvFQg1BmW,6QtgPSJPSzcnn7dPZ4VINp,Took Her To The O,Levon James,King Von,2020-03-06,196179,83,spotify:user:ieswim,2022-07-14T01:38:27Z,chicago rap,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,4,1
4IWGnyOHDrVZEtPWfs4s7q,4O15NlyKLIASxsJ0PrXPfz,Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,2016-08-10,175203,68,spotify:user:ieswim,2022-07-14T01:38:27Z,"hip hop,melodic rap,philly rap,rage rap,rap",0.681,0.701,9,-6.336,1,0.0767,0.106,0.0,0.208,0.398,139.952,4,1
7zBPzAjKAqQpcv8F8GCq5s,5SyGEPymt1G2uto47tVWvZ,Uber Everywhere,Uber Everywhere,MadeinTYO,2016-02-26,153428,55,spotify:user:ieswim,2022-07-14T01:38:27Z,"atl hip hop,melodic rap,trap",0.779,0.455,1,-15.025,1,0.28,0.0542,0.0,0.177,0.197,140.181,4,1
5qHirGR7M9tdm6C17DlzSY,3Gm5F95VdRxW3mqCn8RPBJ,REEL IT IN,ONEPOINTFIVE,Aminé,2018-08-15,121346,76,spotify:user:ieswim,2022-07-14T01:38:27Z,"pop rap,portland hip hop,rap,underground hip hop",0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,4,1
2nBI3iWLhupR7LyAJ5GGkE,"5K4W6rqBFWDnAN6FQUkS6x,13y7CgLHjMVRMDqxdx0Xdo,0c173mlxpT3dSFRgMO8XPh,17lzZA2AlOHwCwFALHttmp,0Y5tJX1MQlPlqiwlOH1tJY,6Ha4aES39QiVjR0L2lwuwq,0VRj0yCOv2FXJNP47XQnx5,7pFeBzX627ff0VnN6bxPR4",Champions,Champions,"Kanye West,Gucci Mane,Big Sean,2 Chainz,Travis Scott,Yo Gotti,Quavo,Desiigner",2016-06-10,334253,67,spotify:user:ieswim,2022-07-14T01:38:27Z,"chicago rap,hip hop,rap,atl hip hop,dirty south rap,pop rap,southern hip hop,trap,detroit hip hop,r&b,slap house,gangster rap,memphis hip hop,tennessee hip hop,melodic rap,viral trap",0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,4,1
6vN77lE9LK6HP2DewaN6HZ,"5f7VJjfbwm532GiveGC0ZK,3TVXtAsR1Inumwj472S9r4",Yes Indeed,Harder Than Ever,"Lil Baby,Drake",2018-05-18,142273,85,spotify:user:ieswim,2022-07-14T01:38:27Z,"atl hip hop,atl trap,rap,trap,canadian hip hop,canadian pop,hip hop,pop rap",0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,4,1
2G1tXoGBaEMJ7FKGnkf6ud,"13y7CgLHjMVRMDqxdx0Xdo,0du5cEVh5yTK9QJze8zA0C,46SHBwWsqBkxI7EeeBEQG7",Wake Up in the Sky,Evil Genius,"Gucci Mane,Bruno Mars,Kodak Black",2018-12-07,203161,77,spotify:user:ieswim,2022-07-14T01:38:27Z,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap,dance pop,pop,florida drill,florida rap,melodic rap,miami hip hop,trap latino",0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,0.367,143.01,4,1
5yY9lUy8nbvjM1Uyo1Uqoc,"1RyvyyTE3xzB2ZywiAwp0i,3TVXtAsR1Inumwj472S9r4",Life Is Good (feat. Drake),Life Is Good (feat. Drake),"Future,Drake",2020-01-10,237735,78,spotify:user:ieswim,2022-07-14T01:38:27Z,"atl hip hop,hip hop,rap,southern hip hop,trap,canadian hip hop,canadian pop,pop rap",0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,4,1
62vpWI1CHwFy7tMIcSStl8,6l3HvQ5sa6mXTsMTB19rO5,No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,292986,7,spotify:user:ieswim,2022-07-14T01:38:27Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,4,1
5wujBwqG7INdStqGd4tRMX,4MCBfE4596Uoi2O4DtmEMz,Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,2018-12-10,169999,80,spotify:user:ieswim,2022-07-14T01:38:27Z,"chicago rap,melodic rap,rap",0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,4,1
3j84U36KvLeXNDPv4t5pI8,"0YinUQ50QDB7ZxSCLyQ40k,6oMuImdp5ZcFhWP0ESe6mG",Pure Water (with Migos),Perfect Ten,"Mustard,Migos",2019-06-28,192470,77,spotify:user:ieswim,2022-07-14T01:38:27Z,"cali rap,pop rap,rap,southern hip hop,trap,atl hip hop,hip hop",0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,4,1
0wbnC9AUenxp613TYaJsGK,6oMuImdp5ZcFhWP0ESe6mG,Narcos,Culture II,Migos,2018-01-26,255378,72,spotify:user:ieswim,2022-07-14T01:38:27Z,"atl hip hop,hip hop,pop rap,rap,trap",0.936,0.585,0,-6.914,1,0.125,0.0142,0.0,0.132,0.242,124.991,4,1
1h6kgem1ai8vUgO1rZOwfB,"15iVAtD3s3FsQR4w1v6M0P,1bPxKZtCdjB1aj1csBJpdS",I Don't Like,Finally Rich,"Chief Keef,Lil Reese",2012-01-01,293840,80,spotify:user:ieswim,2022-07-14T01:38:27Z,"chicago bop,chicago drill,chicago rap,drill,hip hop,rap,southern hip hop,trap",0.742,0.844,2,-4.622,1,0.0479,0.000634,0.0,0.0659,0.416,131.986,4,1
44sYqNBttbXNxya33FJ3Dj,0ErzCpIMyLcjPiwT4elrtZ,Camelot,Top Shotta,NLE Choppa,2020-08-10,148759,77,spotify:user:ieswim,2022-07-14T01:38:27Z,"memphis hip hop,rap",0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,4,1
62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Nail Tech,Nail Tech,Jack Harlow,2022-02-18,206385,68,spotify:user:ieswim,2022-07-14T01:38:27Z,"deep underground hip hop,kentucky hip hop,pop rap,rap",0.677,0.557,1,-8.409,1,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,4,1
